0	0.000194
100	0.000677
200	0.001189
300	0.001706
400	0.00222
500	0.002713
600	0.003268
700	0.003785
800	0.004313
900	0.004826
1000	0.005348
1100	0.005853
1200	0.006354
1300	0.006867
1400	0.007383
1500	0.007902
1600	0.008406
1700	0.00892
1800	0.009423
1900	0.009934
2000	0.010443
2100	0.010949
2200	0.011458
2300	0.012251
2400	0.012741
2500	0.013284
2600	0.013805
2700	0.014339
2800	0.015011
2900	0.015528
3000	0.016054
3100	0.016569
3200	0.017074
3300	0.017725
3400	0.018251
3500	0.018783
3600	0.019297
3700	0.019837
3800	0.02045
3900	0.020948
4000	0.021495
4100	0.022008
4200	0.022496
4300	0.023062
4400	0.023559
4500	0.024051
4600	0.024509
4700	0.025009
4800	0.025582
4900	0.02608
5000	0.026549
5100	0.027071
5200	0.027551
5300	0.028031
5400	0.028586
5500	0.029097
5600	0.029629
5700	0.030102
5800	0.030565
5900	0.031045
6000	0.031512
6100	0.032007
6200	0.032473
6300	0.032938
6400	0.033401
6500	0.033873
6600	0.034394
6700	0.034906
6800	0.035371
6900	0.035823
7000	0.036276
7100	0.036744
7200	0.037216
7300	0.037732
7400	0.03821
7500	0.03868
7600	0.039143
7700	0.039601
7800	0.04005
7900	0.040525
8000	0.040974
8100	0.041407
8200	0.041913
8300	0.042376
8400	0.042999
8500	0.043455
8600	0.0439
8700	0.044324
8800	0.044869
8900	0.045338
9000	0.045831
9100	0.046285
9200	0.046729
9300	0.047258
9400	0.047734
9500	0.048197
9600	0.048766
9700	0.049213
9800	0.049681
9900	0.050181
10000	0.050648
10100	0.051267
10200	0.051721
10300	0.052173
10400	0.052704
10500	0.053154
10600	0.053621
10700	0.054201
10800	0.054675
10900	0.05519
11000	0.055664
11100	0.056125
11200	0.056571
11300	0.057087
11400	0.057579
11500	0.05813
11600	0.058613
11700	0.059066
11800	0.059638
11900	0.060122
12000	0.060552
12100	0.061043
12200	0.061519
12300	0.061993
12400	0.062598
12500	0.063063
12600	0.063561
12700	0.064057
12800	0.064544
12900	0.065105
13000	0.065565
13100	0.066037
13200	0.06652
13300	0.066988
13400	0.067434
13500	0.067902
13600	0.068359
13700	0.068807
13800	0.069264
13900	0.069753
14000	0.070224
14100	0.070702
14200	0.071151
14300	0.071617
14400	0.072138
14500	0.072576
14600	0.073019
14700	0.073521
14800	0.074024
14900	0.074483
15000	0.074943
15100	0.07538
15200	0.075845
15300	0.076331
15400	0.076775
15500	0.077236
15600	0.077714
15700	0.07816
15800	0.078596
15900	0.079044
16000	0.079488
16100	0.079922
16200	0.080368
16300	0.080809
16400	0.081252
16500	0.081676
16600	0.08214
16700	0.082589
16800	0.083131
16900	0.083596
17000	0.084035
17100	0.084486
17200	0.084977
17300	0.085581
17400	0.086068
17500	0.086557
17600	0.087031
17700	0.087488
17800	0.08797
17900	0.08854
18000	0.089029
18100	0.089572
18200	0.09007
18300	0.090641
18400	0.091077
18500	0.091502
18600	0.091924
18700	0.092427
18800	0.092829
18900	0.093256
19000	0.093824
19100	0.094275
19200	0.094715
19300	0.095213
19400	0.095663
19500	0.096109
19600	0.096598
19700	0.097038
19800	0.097431
19900	0.097943
20000	0.098352
20100	0.098791
20200	0.099305
20300	0.099721
20400	0.100155
20500	0.100643
20600	0.101084
20700	0.10166
20800	0.102107
20900	0.102534
21000	0.102942
21100	0.103542
21200	0.10395
21300	0.104469
21400	0.104922
21500	0.105381
21600	0.105779
21700	0.106261
21800	0.106692
21900	0.10715
22000	0.107543
22100	0.107966
22200	0.108432
22300	0.108936
22400	0.10936
22500	0.109804
22600	0.110241
22700	0.110651
22800	0.111078
22900	0.111583
23000	0.112022
23100	0.112484
23200	0.113019
23300	0.113447
23400	0.11393
23500	0.114384
23600	0.114847
23700	0.115277
23800	0.115721
23900	0.116221
24000	0.116632
24100	0.117089
24200	0.117588
24300	0.118013
24400	0.118478
24500	0.118907
24600	0.119352
24700	0.119779
24800	0.120191
24900	0.120628
25000	0.121121
25100	0.121564
25200	0.122228
25300	0.122689
25400	0.123151
25500	0.123699
25600	0.124138
25700	0.124556
25800	0.125053
25900	0.125468
26000	0.125917
26100	0.126445
26200	0.126869
26300	0.127298
26400	0.127845
26500	0.128278
26600	0.128724
26700	0.129239
26800	0.129761
26900	0.130175
27000	0.130686
27100	0.131131
27200	0.131568
27300	0.132074
27400	0.132496
27500	0.132931
27600	0.133441
27700	0.133865
27800	0.134284
27900	0.134777
28000	0.135213
28100	0.135643
28200	0.136161
28300	0.136604
28400	0.137028
28500	0.137518
28600	0.137966
28700	0.138392
28800	0.138956
28900	0.139383
29000	0.13979
29100	0.140302
29200	0.140809
29300	0.141256
29400	0.141669
29500	0.14209
29600	0.142501
29700	0.142938
29800	0.143384
29900	0.143807
30000	0.144325
30100	0.144744
30200	0.145243
30300	0.145661
30400	0.146071
30500	0.146502
30600	0.146958
30700	0.147377
30800	0.147794
30900	0.148326
31000	0.14874
31100	0.149144
31200	0.149548
31300	0.149948
31400	0.15036
31500	0.150838
31600	0.151289
31700	0.151847
31800	0.152258
31900	0.152709
32000	0.153135
32100	0.153572
32200	0.153997
32300	0.154405
32400	0.154824
32500	0.15525
32600	0.155655
32700	0.156074
32800	0.156593
32900	0.157002
33000	0.157445
33100	0.157854
33200	0.158267
33300	0.158671
33400	0.159171
33500	0.159561
33600	0.160155
33700	0.160592
33800	0.161013
33900	0.161402
34000	0.16192
34100	0.162336
34200	0.162734
34300	0.1632
34400	0.163632
34500	0.164086
34600	0.164604
34700	0.165039
34800	0.165471
34900	0.166009
35000	0.166415
35100	0.166848
35200	0.167356
35300	0.167773
35400	0.168191
35500	0.168677
35600	0.169118
35700	0.169526
35800	0.170006
35900	0.170421
36000	0.170842
36100	0.17136
36200	0.17179
36300	0.172208
36400	0.172691
36500	0.173109
36600	0.173516
36700	0.174054
36800	0.174495
36900	0.174914
37000	0.175347
37100	0.175781
37200	0.176162
37300	0.176554
37400	0.176962
37500	0.177368
37600	0.177767
37700	0.178153
37800	0.178569
37900	0.178984
38000	0.179563
38100	0.180017
38200	0.180424
38300	0.180883
38400	0.181309
38500	0.181709
38600	0.182119
38700	0.182547
38800	0.182973
38900	0.183376
39000	0.183813
39100	0.18423
39200	0.184645
39300	0.18504
39400	0.185447
39500	0.185844
39600	0.186275
39700	0.186704
39800	0.187112
39900	0.187515
40000	0.187913
40100	0.188301
40200	0.188708
40300	0.189217
40400	0.189643
40500	0.19007
40600	0.190473
40700	0.190878
40800	0.191288
40900	0.191698
41000	0.192098
41100	0.192509
41200	0.192913
41300	0.193331
41400	0.193766
41500	0.194193
41600	0.194605
41700	0.194982
41800	0.1954
41900	0.195807
42000	0.196236
42100	0.196743
42200	0.197161
42300	0.197581
42400	0.197997
42500	0.198417
42600	0.199281
42700	0.199755
42800	0.200231
42900	0.200708
43000	0.201702
43100	0.202142
43200	0.202618
43300	0.203086
43400	0.203486
43500	0.203925
43600	0.204435
43700	0.204901
43800	0.205339
43900	0.205769
44000	0.206186
44100	0.206713
